1	218149	2449929
1	24860397	25611711
1	26421768	28617711
1	30451892	31574267
1	38492030	42902754
1	43132046	43825046
1	48041821	48952432
1	53666809	56678163
1	57067740	57890588
1	60284671	61376959
1	61646362	62535400
1	62535410	63733597
1	63733604	64751632
1	64986741	66156388
1	66156389	67827443
1	68689156	70397544
1	70670730	71548123
1	71548164	72794728
1	74078276	74946687
1	74989139	76031398
1	76332157	78889901
1	82918066	83659426
1	83659589	84673175
1	85113066	85907411
1	86787923	89123881
1	89954768	90945509
1	95741467	97122507
1	99082580	99962583
1	100122689	101198194
1	103915261	104547718
1	117146578	118328570
1	118328579	120388266
1	120388374	121261101
1	121362388	123892578
1	144047688	144798182
1	147211965	150236413
1	150523935	150996000
1	172293943	172616280
1	173392195	173895789
1	179160883	184682703
1	195121786	195537229
1	195656725	196755125
1	201768737	202159697
1	203274853	204371872
1	212505551	212911201
1	223723106	225333335
1	225923558	226970470
1	240564951	241601307
1	253655725	254728795
1	258537994	259246514
1	278396721	278763098
2	54663	3606480
2	4735568	6012657
2	21033250	21680540
2	28846713	29359012
2	37932657	38505504
2	49363148	49732072
2	52655693	53147930
2	86956935	87482757
2	88458490	89248282
2	115330551	115734782
2	122201212	122748791
2	128824041	130418703
2	132261923	132946003
2	132946064	133837634
2	137276153	137855952
2	147015973	147570193
2	154864492	155913013
2	156056398	157694183
2	158966177	163259727
2	163259756	164591790
2	165432661	165900266
2	190255380	192704791
2	193679915	194217485
2	194217779	196257113
2	196764336	198359076
2	200940391	201360775
2	201810238	202193859
2	208932431	209402884
2	216366250	216904976
2	223040220	223549977
2	234680727	235033697
2	248414205	248604986
3	1076372	2556962
3	4989884	5128434
3	5411168	6802085
3	16554372	16704325
3	16704442	17345916
3	17881225	19023475
3	19064967	19868626
3	20188385	20530509
3	20530510	20646857
3	20703499	21134989
3	21384328	21747510
3	21747532	22822769
3	30834646	31430123
3	52251081	52646295
3	64992550	65632555
3	75114571	75869198
3	76036647	76343412
3	78266569	78965431
3	84206380	85288622
3	96557731	97829273
3	103805599	104912154
3	114362920	115131556
3	133484419	134955060
3	143820444	144665410
3	145577847	147095552
3	147095847	148676060
3	153135082	154162970
3	167216572	168468843
3	173085684	174409976
3	176066837	177285056
4	3494425	4568486
4	9273821	9771879
4	13635072	14844324
4	31991540	33212144
4	47151240	47561162
4	68905980	69334349
4	85139888	85729974
4	87475798	87876925
4	90276679	90852889
4	93786791	94623180
4	102984990	104148718
4	116894049	117463825
4	122059463	123161686
4	133807533	134247543
4	146609062	147458602
4	156936461	157771967
4	161364859	162270256
4	162270287	163234117
4	164134493	166211110
4	166441700	167240160
4	176870280	177551693
5	111162	1432434
5	1799136	2983712
5	24811474	25793526
5	45497380	46212289
5	51925970	52650940
5	52729322	53721090
5	64736290	65301838
5	69199172	70160536
5	77247355	78799347
5	87347520	88028070
5	107524340	108114371
5	111012934	111333768
5	120844956	122335230
5	132826811	133353131
5	134180181	135564874
5	136757003	137592644
5	137971365	138869478
5	163854200	165397258
6	19248737	19892825
6	30447555	32839435
6	62413714	63066633
6	64870364	65466916
6	86165880	87407508
6	87407558	88211099
6	103708257	104654732
6	111536145	112382548
6	125373562	126125897
6	128132485	128848101
6	133792206	135307352
6	138163059	138511437
6	138511438	140590377
6	140644400	140774749
6	141218997	141828320
6	142594993	143021810
6	143021817	144620669
7	280920	3372399
7	3817261	9892357
7	10013901	11563370
7	13162678	13274793
7	13541614	14053504
7	15619091	17563155
7	18012651	18913567
7	18913731	23996839
7	64397472	64801408
7	65807660	66312063
7	71196192	72052595
7	99251753	100544549
7	100545298	101038662
7	116379832	117552750
7	119268801	119835005
7	143372780	144061446
8	224221	1178822
8	4328556	5068241
8	15771405	16261096
8	17757503	18309270
8	18309562	18889191
8	21399147	22573790
8	34787269	35296800
8	37684925	39228203
8	40463135	40858353
8	40858407	43936602
8	44806035	45484126
8	69551359	71059611
8	85805153	86305705
8	89148626	89458053
8	126900464	127527699
8	131549787	132069703
9	923647	1412185
9	1412187	2500186
9	4091453	5433356
9	5730326	6004705
9	7450806	8025956
9	8280268	9505280
9	11499863	13046970
9	40529098	41076542
9	83330688	84863210
9	101223524	101767443
9	105934496	107193650
9	113984849	115000215
9	117416894	118145736
10	315015	1735019
10	12252274	13523678
10	34790266	35503421
10	41491951	41751101
10	44431281	44631249
10	44844200	45548775
10	56142505	57366974
10	60109462	60645393
10	61241070	62218527
10	82629002	83017544
10	84943150	85552387
10	87626155	87922258
10	92888433	93162021
10	104997112	105714352
11	38034387	38486912
11	38599407	40409119
11	43281645	43775868
11	43978728	44465571
11	45988200	46676877
11	48107115	48443172
11	56563362	57377589
11	57613220	58341107
11	60329349	61132691
11	67491832	68100460
11	81429278	82283199
11	85454330	85617840
11	85656399	86948981
11	89782712	90274745
12	50936	1222894
12	1864734	2282247
12	2942606	4752874
12	4752877	5841529
12	10598474	11262479
12	11822949	12104812
12	18543312	19198303
12	19396019	22486235
12	31101190	31511694
12	35026644	36672267
12	41372865	41772487
12	49212029	50000805
13	13175497	13714176
13	22673203	22910106
13	27163320	27386428
13	33481550	34758800
13	57013715	57335164
13	89490629	89931887
13	89983060	90644819
13	91367415	91811916
14	480106	1012524
14	1012992	1203971
14	1451545	2038202
14	5604961	6061394
14	6061398	6530271
14	6654855	6850290
14	15515255	16617356
14	21505794	22060791
14	22060846	22409003
14	22598728	22817168
14	22977385	23334817
14	40633914	41055315
14	46800767	47703619
14	47955121	49324394
14	92684316	93509434
14	94271364	97912092
14	98678319	99268076
14	101492036	102587844
15	55148	699775
15	4983105	6507056
15	18082415	18611878
15	19168712	19749842
15	21166651	23800432
15	26927880	27685041
15	27685296	28377512
15	29208483	30691829
15	30691833	31233296
15	31349749	31665517
15	31665533	32472189
15	34621890	39545249
15	39751260	40337438
15	49871175	51289340
15	52842930	53442522
15	70161562	71478089
15	92102243	92485592
15	107161884	108313106
16	49950	1602923
16	12171109	13094260
16	13094892	13405972
16	15273073	15837478
16	19959702	20271634
16	21755535	22557673
16	29817113	32530042
16	33416453	33801206
16	39191288	40143368
16	56129640	56997251
16	64906004	65152520
16	66324204	66735693
16	68645712	68962106
16	75003578	75444526
16	75444531	75622676
16	75622700	76059957
17	65659	1799288
17	2928381	4901833
17	11794249	12432019
17	12605101	12931609
17	14374096	14949341
17	14949348	15963509
17	31663251	32770638
17	33082171	34440127
17	39940441	40495389
17	41590265	42398455
17	42829450	43794333
17	44198978	46809716
17	47826723	49787934
17	54583735	55221820
17	57702990	58500366
17	62872641	64014360
17	69716388	70151804
17	71892459	72472708
17	86855748	87198613
17	89394291	90802071
18	447384	1214178
18	29898202	30397814
18	38447465	39131941
18	40091740	40948592
18	42072947	42881614
18	46173414	46636372
18	55715363	56140592
18	70395068	70773197
19	149497	1241375
19	15078908	15615129
19	26298648	29826880
19	36099591	37033405
19	37033440	37814045
20	138195	378451
20	379153	654660
20	1173334	1514855
20	2578969	3646892
20	4276572	4634208
20	4634216	5083541
20	5343011	5671544
20	40842693	41508224
